小区名称,销售情况,区划,区域,周边地铁,建筑材质,建造年份,房价,在售房数,成交数量,正在出租,Cluster
加利大厦,"['30天成交0套', '5套正在出租']",朝阳,亚运村,近地铁5号线惠新西街北口站,2,1996-1998年,45447.0,,30,5,2
嘉铭桐城A区,"['30天成交0套', '13套正在出租']",朝阳,亚运村小营,近地铁15号线关庄站,11,2001-2002年,89165.0,,30,13,4
嘉铭园,"['30天成交0套', '1套正在出租']",朝阳,亚运村小营,近地铁15号线关庄站,11,1999-2000年,85414.0,,30,1,4
嘉铭桐城F区,"['共164个户型', '30天成交0套', '7套正在出租']",朝阳,亚运村小营,近地铁5号线大屯路东站,2,2000-2007年,87515.0,,164,7,4
嘉铭桐城D区,"['30天成交0套', '1套正在出租']",朝阳,亚运村小营,近地铁15号线关庄站,11,2003-2007年,101904.0,,30,1,1
芍药居20号院,"['30天成交0套', '15套正在出租']",朝阳,芍药居,近地铁13号线芍药居站,2,2000-2002年,69693.0,,30,15,4
嘉铭桐城B区,"['30天成交0套', '9套正在出租']",朝阳,亚运村小营,近地铁15号线关庄站,11,2002-2006年,90792.0,,30,9,4
京润水上花园别墅,"['30天成交0套', '10套正在出租']",朝阳,燕莎,近地铁首都机场线三元桥站,5,1977-1999年,117202.0,,30,10,1
嘉铭桐城E区,"['30天成交2套', '10套正在出租']",朝阳,亚运村小营,近地铁15号线关庄站,11,2005-2006年,96886.0,,30,10,1
劲松九区,"['共191个户型', '30天成交0套', '14套正在出租']",朝阳,劲松,近地铁7号线广渠门外站,3,1982-2000年,57174.0,,191,14,2
嘉润花园,"['30天成交0套', '32套正在出租']",朝阳,望京,近地铁14号线望京南站,2,2001年,56232.0,,30,32,2
金泉时代,"['30天成交0套', '24套正在出租']",朝阳,亚运村,近地铁5号线大屯路东站,2,2009-2013年,36906.0,,30,24,5
九号公寓,"['30天成交0套', '5套正在出租']",朝阳,农展馆,近地铁14号线枣营站,11,2008年,66989.0,,30,5,4
建工家园,"['共107个户型', '30天成交0套', '12套正在出租']",朝阳,十里河,,12,2008年,54592.0,,107,12,2
建国路100号,"['30天成交0套', '7套正在出租']",朝阳,CBD,近地铁1号线八通线国贸站,11,1984-1989年,61247.0,,30,7,2
锦鸿阁,"['30天成交0套', '5套正在出租']",朝阳,和平里,近地铁13号线柳芳站,12,2006-2007年,84472.0,,30,5,4
京华豪园,"['共86个户型', '30天成交0套', '1套正在出租']",朝阳,朝阳门外,近地铁2号线朝阳门站,2,2000年,59362.0,,86,1,2
嘉华世纪公寓,"['30天成交0套', '2套正在出租']",朝阳,建国门外,近地铁1号线八通线建国门站,12,2003年,63300.0,,30,2,2
嘉和丽园,"['30天成交0套', '8套正在出租']",朝阳,燕莎,,3,2001年,63121.0,,30,8,2
蓝筹名座,"['30天成交0套', '1套正在出租']",朝阳,朝阳门外,近地铁2号线朝阳门站,12,2003-2018年,84693.0,,30,1,4
乐栋300,"['30天成交0套', '14套正在出租']",朝阳,双桥,近地铁1号线八通线双桥站,4,2011年,27050.0,,30,14,5
金泰先锋南区,"['共154个户型', '30天成交0套', '13套正在出租']",朝阳,百子湾,近地铁7号线百子湾站,5,2007-2008年,71826.0,,154,13,4
凯景铭座,"['30天成交0套', '0套正在出租']",朝阳,安定门,,3,2001年,86112.0,,30,0,4
龙头公寓,"['30天成交0套', '18套正在出租']",朝阳,华威桥,近地铁10号线十里河站,14,1995-2007年,46557.0,,30,18,2
龙欣苑小区,"['共28个户型', '30天成交0套', '6套正在出租']",朝阳,南沙滩,近地铁15号线北沙滩站,11,1998年,81931.0,,28,6,4
吕营嘉园A区,"['共190个户型', '30天成交0套', '6套正在出租']",朝阳,十里河,,11,2002-2004年,44245.0,,190,6,2
力源里,"['共111个户型', '30天成交1套', '12套正在出租']",朝阳,四惠,近地铁1号线八通线四惠站,3,1996-1999年,62062.0,,111,12,2
光华欣居,"['30天成交0套', '10套正在出租']",朝阳,CBD,近地铁14号线大望路站,12,1986-1998年,57560.0,,30,10,2
甘露晴苑,"['共202个户型', '30天成交0套', '16套正在出租']",朝阳,甘露园,近地铁6号线青年路站,2,1997-2002年,57460.0,,202,16,2
方舟苑三期,"['共156个户型', '30天成交2套', '11套正在出租']",朝阳,望京,,2,2004-2007年,67680.0,,156,11,4
高家园四区,"['30天成交0套', '14套正在出租']",朝阳,酒仙桥,近地铁14号线望京南站,5,1981-1987年,56192.0,,30,14,2
广渠路,"['30天成交0套', '5套正在出租']",朝阳,双井,近地铁7号线双井站,3,1980-1990年,60208.0,,30,5,2
芳馨园,"['30天成交0套', '3套正在出租']",朝阳,国展,近地铁13号线柳芳站,0,2000-2004年,85273.0,,30,3,4
观唐,"['30天成交0套', '4套正在出租']",朝阳,中央别墅区,近地铁15号线马泉营站,11,2005-2008年,99963.0,,30,4,1
高家园三区,"['30天成交1套', '13套正在出租']",朝阳,酒仙桥,近地铁14号线望京南站,8,1982-1993年,58757.0,,30,13,2
广和南里二条,"['30天成交0套', '6套正在出租']",朝阳,劲松,近地铁10号线劲松站,6,1986-1991年,56016.0,,30,6,2
光熙家园一期,"['30天成交0套', '21套正在出租']",朝阳,西坝河,近地铁13号线柳芳站,3,2006-2007年,93920.0,,30,21,1
广顺园,"['30天成交0套', '8套正在出租']",朝阳,方庄,近地铁14号线方庄站,3,2001-2003年,63102.0,,30,8,2
和平西苑,"['30天成交0套', '3套正在出租']",朝阳,和平里,近地铁5号线和平西桥站,3,2001-2002年,92919.0,,30,3,4
和平街十区,"['30天成交0套', '5套正在出租']",朝阳,和平里,近地铁5号线和平西桥站,14,1957-1995年,79895.0,,30,5,4
黄寺大街甲3号,"['30天成交0套', '0套正在出租']",朝阳,安贞,近地铁8号线安华桥站,11,1989-1991年,81074.0,,30,0,4
和乔丽晶一期,"['30天成交1套', '2套正在出租']",朝阳,酒仙桥,近地铁14号线将台站,0,2000-2003年,66922.0,,30,2,4
合生国际花园,"['30天成交0套', '38套正在出租']",朝阳,双井,近地铁7号线双井站,7,2002-2008年,98034.0,,30,38,1
黄寺后身36号院,"['30天成交0套', '2套正在出租']",朝阳,马甸,近地铁8号线安华桥站,11,1980-1995年,98605.0,,30,2,1
和平街十五区2号院,"['共110个户型', '30天成交0套', '5套正在出租']",朝阳,和平里,近地铁13号线光熙门站,5,1997-1999年,71814.0,,110,5,4
黄寺大街28号院,"['30天成交0套', '3套正在出租']",朝阳,安定门,近地铁8号线安华桥站,12,1989-1993年,95361.0,,30,3,1
和乔丽致公寓,"['30天成交1套', '15套正在出租']",朝阳,CBD,近地铁14号线大望路站,2,2003-2004年,69645.0,,30,15,4
慧谷根园,"['30天成交0套', '3套正在出租']",朝阳,望京,近地铁15号线望京东站,11,2001-2003年,81213.0,,30,3,4
华侨村,"['共32个户型', '30天成交1套', '4套正在出租']",朝阳,建国门外,,12,1989-1995年,77955.0,,32,4,4
海润国际,"['30天成交1套', '12套正在出租']",朝阳,酒仙桥,近地铁14号线将台站,12,2002-2003年,72092.0,,30,12,4
华腾国际,"['30天成交1套', '2套正在出租']",朝阳,大望路,近地铁7号线大郊亭站,2,2000-2006年,42915.0,,30,2,2
华腾北塘商务中心,"['30天成交0套', '2套正在出租']",朝阳,劲松,近地铁10号线劲松站,2,2003年,29659.0,,30,2,5
海关总署,"['共12个户型', '30天成交0套', '1套正在出租']",朝阳,双井,近地铁7号线广渠门外站,14,2006-2008年,111519.0,,12,1,1
皇姑坟小区,"['30天成交0套', '11套正在出租']",朝阳,安贞,近地铁10号线安贞门站,11,1992年,67706.0,,30,11,4
慧谷时空,"['30天成交0套', '7套正在出租']",朝阳,望京,近地铁15号线望京站,2,2002-2003年,62262.0,,30,7,2
慧谷金色家园,"['30天成交2套', '9套正在出租']",朝阳,望京,近地铁15号线望京站,11,2000-2004年,78695.0,,30,9,4
鸿华家园,"['30天成交0套', '1套正在出租']",朝阳,亚运村小营,近地铁5号线大屯路东站,11,2005年,74345.0,,30,1,4
青年路小区,"['30天成交0套', '5套正在出租']",朝阳,朝青,近地铁6号线青年路站,11,1988-1998年,57641.0,,30,5,2
青年路51号,"['30天成交0套', '3套正在出租']",朝阳,朝青,近地铁6号线青年路站,11,1995-2007年,62637.0,,30,3,2
首城国际A区,"['30天成交1套', '24套正在出租']",朝阳,双井,近地铁7号线双井站,7,2010-2013年,85015.0,,30,24,4
市场街,"['30天成交1套', '7套正在出租']",朝阳,朝阳门外,,5,1988-1992年,71586.0,,30,7,4
机场南路东里,"['30天成交0套', '12套正在出租']",朝阳,首都机场,,14,1962-1994年,33029.0,,30,12,5
泰悦豪庭,"['30天成交0套', '27套正在出租']",朝阳,三里屯,近地铁6号线东大桥站,5,2003-2004年,64580.0,,30,27,2
维多莉亚花园公寓,"['30天成交2套', '3套正在出租']",朝阳,农展馆,近地铁14号线枣营站,11,2008-2018年,80107.0,,30,3,4
US联邦公寓,"['30天成交1套', '6套正在出租']",朝阳,燕莎,近地铁10号线亮马桥站,5,2007年,73547.0,,30,6,4
万达大湖公馆,"['30天成交1套', '6套正在出租']",朝阳,奥林匹克公园,,11,2008-2009年,72254.0,,30,6,4
外馆东街50号院,"['30天成交0套', '2套正在出租']",朝阳,安定门,近地铁8号线安华桥站,5,1979-1985年,91695.0,,30,2,4
万方家园,"['30天成交0套', '10套正在出租']",朝阳,常营,,11,2006年,50006.0,,30,10,2
天之骄子,"['30天成交0套', '29套正在出租']",朝阳,双井,近地铁7号线双井站,12,2005-2006年,87860.0,,30,29,4
小关北里24号院,"['30天成交0套', '0套正在出租']",朝阳,惠新西街,近地铁5号线惠新西街南口站,5,1987-1999年,75603.0,,30,0,4
小关东里10号院,"['30天成交1套', '13套正在出租']",朝阳,惠新西街,近地铁5号线惠新西街南口站,5,1978-1998年,85802.0,,30,13,4
小关东里8号院,"['30天成交0套', '6套正在出租']",朝阳,惠新西街,近地铁5号线惠新西街南口站,11,1980-1995年,77210.0,,30,6,4
星海明珠,"['30天成交0套', '2套正在出租']",朝阳,望京,近地铁15号线望京站,12,1999-2003年,86695.0,,30,2,4
新恒基国际大厦,"['30天成交0套', '0套正在出租']",朝阳,燕莎,近地铁首都机场线三元桥站,2,1996年,23236.0,,30,0,5
兴化路2号院,"['30天成交0套', '1套正在出租']",朝阳,安贞,近地铁5号线和平里北街站,11,1993年,85915.0,,30,1,4
霞光里35号院,"['30天成交0套', '6套正在出租']",朝阳,燕莎,近地铁10号线亮马桥站,11,1981-1987年,64259.0,,30,6,2
万红里,"['30天成交0套', '4套正在出租']",朝阳,大山子,,11,2000年,47285.0,,30,4,2
万豪国际公寓,"['共150个户型', '30天成交0套', '5套正在出租']",朝阳,建国门外,近地铁1号线八通线永安里站,2,2001-2003年,69937.0,,150,5,4
外馆西街,"['30天成交0套', '4套正在出租']",朝阳,安贞,近地铁8号线安华桥站,11,1980-1993年,77913.0,,30,4,4
望京花园西区,"['30天成交1套', '53套正在出租']",朝阳,望京,近地铁14号线东湖渠站,7,1998-2001年,75298.0,,30,53,4
望花路东里,"['30天成交0套', '4套正在出租']",朝阳,望京,近地铁14号线阜通站,11,1983-1985年,61312.0,,30,4,2
定福庄北里1号院 ,"['30天成交0套', '19套正在出租']",朝阳,定福庄,近地铁6号线褡裢坡站,6,1980-2000年,45591.0,,30,19,2
南银大厦,"['30天成交0套', '0套正在出租']",朝阳,三元桥,近地铁首都机场线三元桥站,2,1996年,,,30,0,0
陆翔佳园,"['30天成交0套', '1套正在出租']",朝阳,百子湾,近地铁7号线百子湾站,12,2008-2009年,,,30,1,0
煤炭大厦,"['30天成交0套', '0套正在出租']",朝阳,和平里,近地铁13号线柳芳站,2,未知,,,30,0,0
南湖渠三巷,"['30天成交0套', '4套正在出租']",朝阳,望京,,14,1960-1982年,,,30,4,0
美丽亚洲假日花园别墅,"['30天成交0套', '0套正在出租']",朝阳,高碑店,近地铁1号线八通线高碑店站,12,2004-2005年,74804.0,,30,0,4
发展大厦,"['30天成交0套', '0套正在出租']",朝阳,亮马桥,近地铁10号线亮马桥站,2,未知,,,30,0,0
东旭花园,"['30天成交0套', '0套正在出租']",朝阳,双桥,,11,2001年,,,30,0,0
第一上海中心,"['30天成交0套', '0套正在出租']",朝阳,燕莎,近地铁10号线亮马桥站,2,2000年,,,30,0,0
福码大厦,"['30天成交0套', '0套正在出租']",朝阳,望京,近地铁15号线望京站,2,未知,,,30,0,0
富邦国际大厦,"['30天成交0套', '0套正在出租']",朝阳,双井,近地铁7号线双井站,2,未知,,,30,0,0
光华路12号院,"['30天成交0套', '0套正在出租']",朝阳,CBD,近地铁10号线金台夕照站,11,未知,,,30,0,0
国雅大厦,"['30天成交0套', '0套正在出租']",朝阳,朝阳门外,,11,未知,,,30,0,0
广泉小区,"['30天成交1套', '6套正在出租']",朝阳,劲松,近地铁7号线广渠门外站,6,1998-2007年,90249.0,,30,6,4
鸿博家园二期C区 ,"['30天成交0套', '2套正在出租']",朝阳,小红门,近地铁亦庄线小红门站,11,2009-2010年,,,30,2,0
鸿博家园一区C区,"['30天成交0套', '2套正在出租']",朝阳,小红门,,11,2009年,,,30,2,0
鸿博家园二期A区,"['30天成交0套', '2套正在出租']",朝阳,小红门,近地铁亦庄线小红门站,5,2004年,,,30,2,0
富尔大厦,"['30天成交0套', '0套正在出租']",朝阳,东大桥,近地铁10号线金台夕照站,2,2005年,,,30,0,0
格纳斯,"['30天成交0套', '1套正在出租']",朝阳,亮马桥,,0,2006-2008年,27288.0,,30,1,5
观湖国际写字楼,"['30天成交0套', '0套正在出租']",朝阳,朝阳公园,,4,2006年,,,30,0,0
关东店,"['30天成交0套', '1套正在出租']",朝阳,东大桥,近地铁10号线金台夕照站,11,1955-1994年,79264.0,,30,1,4
光华路SOHO,"['30天成交0套', '0套正在出租']",朝阳,东大桥,近地铁1号线八通线永安里站,2,2007年,56492.0,,30,0,2
高原街北桃园,"['30天成交0套', '0套正在出租']",朝阳,芍药居,近地铁5号线惠新西街北口站,0,2007年,,,30,0,0
华声国际大厦,"['30天成交0套', '0套正在出租']",朝阳,朝阳门外,近地铁1号线八通线建国门站,2,2002年,44967.0,,30,0,2
惠普大厦,"['30天成交0套', '0套正在出租']",朝阳,CBD,近地铁1号线八通线国贸站,2,未知,,,30,0,0
化石营,"['30天成交0套', '0套正在出租']",朝阳,东大桥,近地铁6号线呼家楼站,2,1984年,,,30,0,0
华腾大厦,"['30天成交0套', '0套正在出租']",朝阳,劲松,近地铁10号线劲松站,2,未知,,,30,0,0
红松园北里2号院,"['30天成交0套', '5套正在出租']",朝阳,东坝,,11,1976-2003年,61646.0,,30,5,2
花虎沟11号院,"['30天成交0套', '0套正在出租']",朝阳,奥林匹克公园,,12,2001年,,,30,0,0
国际大厦,"['30天成交0套', '0套正在出租']",朝阳,建国门外,近地铁1号线八通线建国门站,2,未知,,,30,0,0
国门大厦,"['30天成交0套', '0套正在出租']",朝阳,国展,近地铁首都机场线三元桥站,11,1995年,,,30,0,0
广和南里,"['30天成交0套', '0套正在出租']",朝阳,劲松,近地铁7号线广渠门外站,0,1985年,,,30,0,0
鸿坤国际大酒店,"['30天成交0套', '0套正在出租']",朝阳,亚运村小营,,2,未知,,,30,0,0
和平里北街5号院,"['30天成交0套', '0套正在出租']",朝阳,和平里,,11,1998年,,,30,0,0
鸿博家园二期B区 ,"['30天成交0套', '6套正在出租']",朝阳,小红门,近地铁亦庄线小红门站,11,2011年,,,30,6,0
丰联广场,"['30天成交0套', '0套正在出租']",朝阳,朝阳门外,近地铁2号线朝阳门站,2,1996年,,,30,0,0
融科橄榄城三期,"['30天成交0套', '13套正在出租']",朝阳,望京,近地铁15号线望京东站,6,2009年,108655.0,,30,13,1
儒林苑,"['30天成交1套', '0套正在出租']",朝阳,亮马桥,近地铁首都机场线三元桥站,11,2003-2008年,74521.0,,30,0,4
融科橄榄城二期,"['30天成交0套', '16套正在出租']",朝阳,望京,近地铁15号线望京东站,11,2007-2008年,104212.0,,30,16,1
日坛国际公寓,"['30天成交0套', '10套正在出租']",朝阳,朝阳门外,近地铁6号线东大桥站,6,2007-2009年,79684.0,,30,10,4
水岸双桥,"['30天成交0套', '0套正在出租']",朝阳,双桥,近地铁1号线八通线双桥站,3,2005年,,,30,0,0
人民日报社家属区,"['共274个户型', '30天成交3套', '12套正在出租']",朝阳,红庙,近地铁6号线金台路站,5,1958-2002年,89193.0,,274,12,4
日坛北路2号院,"['30天成交0套', '1套正在出租']",朝阳,朝阳门外,近地铁1号线八通线永安里站,11,1972-1985年,114152.0,,30,1,1
世奥国际中心,"['30天成交1套', '14套正在出租']",朝阳,芍药居,,2,2008-2009年,31714.0,,30,14,5
润泽庄园,"['30天成交0套', '4套正在出租']",朝阳,北苑,,11,2009年,92892.0,,30,4,4
泉发花园,"['30天成交0套', '0套正在出租']",朝阳,中央别墅区,,11,2002-2003年,,,30,0,0
仟村商务大厦,"['30天成交0套', '2套正在出租']",朝阳,安贞,,2,1994-1998年,53559.0,,30,2,2
